File Start timestamp: 
2023-12-24,0:0:32
DeviceId,NO2(PPB),CO(PPM),PM1(UGM3),PM2.5(UGM3),PM10(UGM3),CO2(PPM),RELHUM(%),TEMP(C),PRESS(HPA),OZONE(PPB),Voltage(),LAT(LAT),LON(LON),Battery(%),Cell-Strength(),Date,Time
1526,-69.5,0.19,6,8,8,366,50.5,25.3,852.4,38.40,12.29,-25.9109347,28.2102984,46.10,00,2023-12-24,00:00:33
1526,-65.5,0.09,6,8,8,367,50.4,25.3,852.4,38.80,12.24,-25.9109327,28.2102990,46.10,00,2023-12-24,00:00:48
1526,-65.5,0.09,7,9,9,368,50.5,25.3,852.4,38.60,12.29,-25.9109362,28.2103120,46.10,00,2023-12-24,00:01:03
1526,-69.5,0.08,7,10,10,368,50.6,25.3,852.4,38.80,12.29,-25.9109401,28.2103171,46.10,00,2023-12-24,00:01:18
1526,-65.5,0.12,7,10,10,368,50.6,25.3,852.4,39.10,12.24,-25.9109393,28.2103145,46.10,00,2023-12-24,00:01:33
1526,-69.8,0.10,7,10,10,367,50.4,25.3,852.4,40.90,12.26,-25.9109369,28.2103117,46.10,00,2023-12-24,00:01:48
1526,-73.8,0.13,8,11,11,368,50.3,25.3,852.4,39.80,12.24,-25.9109281,28.2103064,46.10,00,2023-12-24,00:02:03
1526,-73.8,0.10,8,11,11,369,50.3,25.3,852.4,37.80,12.34,-25.9109217,28.2103026,46.10,00,2023-12-24,00:02:18
1526,-69.5,0.11,10,12,13,368,50.4,25.3,852.4,39.50,12.25,-25.9109201,28.2103006,46.10,00,2023-12-24,00:02:33
1526,-69.8,0.13,10,12,13,369,49.8,25.3,852.4,38.40,12.24,-25.9109181,28.2103029,46.10,00,2023-12-24,00:02:48
1526,-69.8,0.13,7,11,12,369,49.5,25.3,852.4,36.90,12.26,-25.9109135,28.2102972,46.10,00,2023-12-24,00:03:03
1526,-69.8,0.12,7,11,12,369,49.6,25.3,852.4,41.90,12.29,-25.9109114,28.2103009,46.10,00,2023-12-24,00:03:18
1526,-65.5,0.14,7,11,12,368,49.7,25.3,852.4,41.10,12.29,-25.9109149,28.2102999,46.10,00,2023-12-24,00:03:33
1526,-69.5,0.17,8,10,10,367,50.0,25.3,852.4,44.20,12.30,-25.9109127,28.2103002,46.10,00,2023-12-24,00:03:48
1526,-65.5,0.08,9,10,10,367,49.9,25.3,852.4,42.30,12.32,-25.9109116,28.2102997,46.10,00,2023-12-24,00:04:03
1526,-61.5,0.10,9,10,10,367,49.7,25.3,852.4,40.20,12.24,-25.9109126,28.2102933,46.10,00,2023-12-24,00:04:18
1526,-69.8,0.10,8,10,11,368,49.6,25.3,852.4,40.90,12.30,-25.9109195,28.2102899,46.10,00,2023-12-24,00:04:33
1526,-65.5,0.12,8,10,10,368,49.7,25.3,852.4,39.40,12.24,-25.9109252,28.2102868,46.10,00,2023-12-24,00:04:48
1526,-61.1,0.12,8,10,10,368,49.7,25.3,852.4,39.50,12.25,-25.9109264,28.2102834,46.10,00,2023-12-24,00:05:03
1526,-69.8,0.15,8,10,10,367,49.8,25.3,852.4,39.20,12.24,-25.9109307,28.2102872,46.10,00,2023-12-24,00:05:18
1526,-61.1,0.13,8,10,10,367,49.8,25.3,852.4,40.10,12.24,-25.9109392,28.2102975,46.10,00,2023-12-24,00:05:33
1526,-69.5,0.12,8,10,10,366,50.0,25.3,852.4,39.40,12.24,-25.9109393,28.2103022,46.10,00,2023-12-24,00:05:48
1526,-69.5,0.11,8,10,10,365,50.0,25.3,852.4,38.70,12.30,-25.9109384,28.2103013,46.10,00,2023-12-24,00:06:03
1526,-61.1,0.10,8,10,10,365,50.1,25.3,852.5,38.10,12.24,-25.9109347,28.2102958,46.10,00,2023-12-24,00:06:18
1526,-69.5,0.10,8,11,11,365,50.1,25.3,852.4,38.10,12.24,-25.9109283,28.2102889,46.10,00,2023-12-24,00:06:33
1526,-69.5,0.14,8,11,11,365,50.0,25.3,852.4,38.30,12.24,-25.9109280,28.2102838,46.10,00,2023-12-24,00:06:48
1526,-69.5,0.17,8,11,11,365,49.8,25.3,852.4,41.00,12.24,-25.9109284,28.2102863,46.10,00,2023-12-24,00:07:03
1526,-65.5,0.18,8,10,10,366,49.9,25.3,852.4,39.80,12.24,-25.9109289,28.2102884,46.10,00,2023-12-24,00:07:18
1526,-69.5,0.13,8,10,10,365,49.8,25.3,852.4,37.90,12.32,-25.9109287,28.2102846,46.10,00,2023-12-24,00:07:33
1526,-65.5,0.08,8,10,10,365,49.9,25.3,852.4,40.60,12.24,-25.9109299,28.2102858,46.10,00,2023-12-24,00:07:48
1526,-69.5,0.14,8,10,10,365,49.9,25.3,852.4,39.40,12.34,-25.9109287,28.2102912,46.10,00,2023-12-24,00:08:03
1526,-65.5,0.18,9,11,12,365,49.7,25.3,852.4,41.60,12.29,-25.9109255,28.2102966,46.10,00,2023-12-24,00:08:18
1526,-69.5,0.12,8,11,12,365,49.7,25.4,852.4,37.40,12.24,-25.9109244,28.2103013,46.10,00,2023-12-24,00:08:33
1526,-73.8,0.14,8,11,12,365,49.8,25.4,852.4,39.50,12.37,-25.9109260,28.2103032,46.10,00,2023-12-24,00:08:48
1526,-73.8,0.14,8,10,10,365,49.7,25.4,852.4,40.80,12.30,-25.9109290,28.2103027,46.10,00,2023-12-24,00:09:03
1526,-61.1,0.08,8,11,11,365,49.7,25.4,852.4,39.50,12.29,-25.9109307,28.2103014,46.10,00,2023-12-24,00:09:18
1526,-69.5,0.14,8,11,11,365,49.8,25.4,852.4,41.30,12.30,-25.9109355,28.2103020,46.10,00,2023-12-24,00:09:33
1526,-69.5,0.09,8,10,10,365,49.8,25.4,852.4,41.30,12.27,-25.9109466,28.2103062,46.10,00,2023-12-24,00:09:48
1526,-73.8,0.14,9,10,10,364,49.6,25.4,852.4,37.60,12.24,-25.9109559,28.2103041,46.10,00,2023-12-24,00:10:02
1526,-61.1,0.18,8,11,11,364,49.7,25.4,852.4,39.30,12.31,-25.9109547,28.2103043,46.10,00,2023-12-24,00:10:17
1526,-61.1,0.17,8,11,11,364,49.8,25.4,852.4,42.10,12.24,-25.9109478,28.2103076,46.10,00,2023-12-24,00:10:32
1526,-74.2,0.08,9,11,11,364,49.4,25.4,852.4,40.80,12.24,-25.9109416,28.2103081,46.10,00,2023-12-24,00:10:47
1526,-69.8,0.19,9,11,11,365,49.4,25.4,852.4,39.60,12.31,-25.9109405,28.2102990,46.10,00,2023-12-24,00:11:02
1526,-69.5,0.14,9,11,11,365,49.7,25.4,852.4,42.50,12.31,-25.9109397,28.2102923,46.10,00,2023-12-24,00:11:17
1526,-69.5,0.14,9,11,11,365,49.8,25.4,852.4,38.50,12.31,-25.9109306,28.2102953,46.10,00,2023-12-24,00:11:32
1526,-65.5,0.12,8,11,12,365,50.0,25.4,852.4,39.40,12.33,-25.9109252,28.2102951,46.10,00,2023-12-24,00:11:47
1526,-69.5,0.13,8,11,12,365,49.9,25.4,852.4,39.30,12.23,-25.9109230,28.2103018,46.10,00,2023-12-24,00:12:02
1526,-69.5,0.13,7,9,10,364,49.8,25.4,852.4,36.70,12.24,-25.9109269,28.2103025,46.10,00,2023-12-24,00:12:17
1526,-73.8,0.12,7,9,10,364,49.8,25.4,852.4,38.50,12.31,-25.9109356,28.2103024,46.10,00,2023-12-24,00:12:32
1526,-69.5,0.17,7,9,10,364,49.9,25.4,852.4,40.00,12.27,-25.9109370,28.2103008,46.10,00,2023-12-24,00:12:47
1526,-69.5,0.12,8,10,11,365,49.8,25.4,852.4,40.00,12.27,-25.9109363,28.2103031,46.10,00,2023-12-24,00:13:02
1526,-73.8,0.17,8,10,11,365,49.8,25.4,852.4,38.10,12.24,-25.9109350,28.2103093,46.10,00,2023-12-24,00:13:17
1526,-65.1,0.16,8,10,10,365,50.1,25.5,852.4,39.40,12.26,-25.9109366,28.2103148,46.10,00,2023-12-24,00:13:32
1526,-78.2,0.13,8,10,10,365,49.6,25.4,852.4,39.00,12.31,-25.9109411,28.2103173,46.10,00,2023-12-24,00:13:47
1526,-78.2,0.13,8,11,11,365,49.3,25.5,852.4,39.70,12.26,-25.9109410,28.2103172,46.10,00,2023-12-24,00:14:02
1526,-65.1,0.14,9,12,12,365,49.6,25.5,852.3,41.70,12.27,-25.9109402,28.2103144,46.10,00,2023-12-24,00:14:17
