File Start timestamp: 
2023-12-27,0:0:21
DeviceId,NO2(PPB),CO(PPM),PM1(UGM3),PM2.5(UGM3),PM10(UGM3),CO2(PPM),RELHUM(%),TEMP(C),PRESS(HPA),OZONE(PPB),Voltage(),LAT(LAT),LON(LON),Battery(%),Cell-Strength(),Date,Time
1526,-61.1,0.09,1,2,2,398,80.0,16.0,850.2,10.90,12.24,-25.9108774,28.2102721,47.71,00,2023-12-27,00:00:21
1526,-56.7,0.05,1,2,2,398,80.0,16.0,850.2,8.70,12.26,-25.9108824,28.2102797,47.71,00,2023-12-27,00:00:37
1526,-52.4,0.07,1,2,2,396,80.2,16.0,850.2,11.00,12.24,-25.9108871,28.2102876,47.71,00,2023-12-27,00:00:52
1526,-56.7,0.14,1,1,1,396,80.6,16.0,850.2,11.10,12.33,-25.9108873,28.2102880,47.71,00,2023-12-27,00:01:07
1526,-48.4,0.11,1,1,1,397,80.7,16.0,850.2,12.90,12.30,-25.9108926,28.2102890,47.71,00,2023-12-27,00:01:25
1526,-56.7,0.09,1,1,1,397,80.5,16.0,850.2,10.50,12.26,-25.9108968,28.2102894,47.71,00,2023-12-27,00:01:40
1526,-56.7,0.10,1,3,3,399,80.5,16.0,850.1,10.20,12.27,-25.9108990,28.2102884,47.71,00,2023-12-27,00:01:55
1526,-61.1,0.06,1,3,4,401,80.6,16.0,850.1,9.50,12.28,-25.9108982,28.2102864,47.71,00,2023-12-27,00:02:10
1526,-56.7,0.08,1,3,4,401,80.8,16.0,850.1,9.10,12.37,-25.9109002,28.2102845,47.71,00,2023-12-27,00:02:25
1526,-61.1,0.09,1,3,3,401,80.7,16.0,850.1,12.40,12.29,-25.9108951,28.2102903,47.71,00,2023-12-27,00:02:40
1526,-48.4,0.08,1,3,3,401,80.8,16.0,850.1,13.20,12.31,-25.9108946,28.2102933,47.71,00,2023-12-27,00:02:55
1526,-52.4,0.06,1,3,3,401,80.9,16.0,850.1,11.40,12.27,-25.9109022,28.2102926,47.71,00,2023-12-27,00:03:10
1526,-56.7,0.06,1,3,3,401,80.7,16.0,850.0,9.60,12.27,-25.9109079,28.2102910,47.71,00,2023-12-27,00:03:25
1526,-56.7,0.10,1,3,3,400,80.8,16.0,850.0,10.10,12.34,-25.9109107,28.2102916,47.71,00,2023-12-27,00:03:40
1526,-52.4,0.04,1,2,2,399,81.0,16.0,850.0,11.00,12.30,-25.9109085,28.2103017,47.71,00,2023-12-27,00:03:55
1526,-56.7,0.07,1,2,2,399,81.2,15.9,850.0,9.40,12.30,-25.9109171,28.2103054,47.71,00,2023-12-27,00:04:10
1526,-48.4,0.07,1,2,2,399,81.2,16.0,850.0,8.70,12.29,-25.9109196,28.2103057,47.71,00,2023-12-27,00:04:25
1526,-52.4,0.07,1,2,2,400,81.2,16.0,850.0,13.40,12.31,-25.9109238,28.2103100,47.71,00,2023-12-27,00:04:40
1526,-56.7,0.09,2,2,2,400,81.1,16.0,850.0,13.40,12.27,-25.9109343,28.2103058,47.71,00,2023-12-27,00:04:55
1526,-56.7,0.10,2,2,2,399,81.2,16.0,849.9,13.50,12.27,-25.9109376,28.2103073,47.71,00,2023-12-27,00:05:10
1526,-56.7,0.05,2,2,2,398,81.2,16.0,849.9,11.60,12.26,-25.9109339,28.2103109,47.71,00,2023-12-27,00:05:25
1526,-56.7,0.13,1,2,2,395,81.3,15.9,849.9,10.10,12.31,-25.9109324,28.2103052,47.71,00,2023-12-27,00:05:40
1526,-52.4,0.02,1,2,2,394,81.6,15.9,849.9,11.50,12.35,-25.9109280,28.2103000,47.71,00,2023-12-27,00:05:55
1526,-48.4,0.03,1,2,2,394,81.1,16.0,849.9,11.70,12.31,-25.9109153,28.2103093,47.71,00,2023-12-27,00:06:10
1526,-61.1,0.05,1,2,2,395,80.5,16.0,849.8,12.30,12.30,-25.9109174,28.2103033,47.71,00,2023-12-27,00:06:25
1526,-52.7,0.08,1,2,2,395,80.1,16.0,849.8,10.90,12.30,-25.9109208,28.2102950,47.71,00,2023-12-27,00:06:40
1526,-52.4,0.04,1,2,2,393,80.1,16.0,849.8,10.60,12.14,-25.9109173,28.2102918,47.71,00,2023-12-27,00:06:55
1526,-56.7,0.11,1,2,2,393,80.3,16.0,849.8,13.50,12.24,-25.9109097,28.2102857,47.71,00,2023-12-27,00:07:10
1526,-52.4,0.08,1,1,1,393,80.5,16.0,849.8,10.90,12.26,-25.9109045,28.2102824,47.71,00,2023-12-27,00:07:25
1526,-52.4,0.06,0,1,1,392,80.5,16.0,849.8,10.90,12.33,-25.9108995,28.2102787,47.71,00,2023-12-27,00:07:40
1526,-52.4,0.10,1,2,2,391,80.5,16.0,849.7,9.10,12.30,-25.9108910,28.2102718,47.71,00,2023-12-27,00:07:55
1526,-56.7,0.05,1,2,2,391,80.3,16.0,849.7,8.10,12.31,-25.9108865,28.2102708,47.71,00,2023-12-27,00:08:10
1526,-44.0,0.12,1,2,2,392,80.5,16.0,849.7,7.80,12.24,-25.9108879,28.2102749,47.71,00,2023-12-27,00:08:25
1526,-56.7,0.01,1,2,2,394,80.4,16.0,849.6,9.00,12.27,-25.9108917,28.2102844,47.71,00,2023-12-27,00:08:40
1526,-61.1,0.10,1,2,2,395,79.9,16.0,849.6,11.80,12.33,-25.9108949,28.2102930,47.71,00,2023-12-27,00:08:55
1526,-56.7,0.06,1,2,2,397,79.6,16.0,849.6,11.80,12.31,-25.9109018,28.2102932,47.71,00,2023-12-27,00:09:10
1526,-52.4,0.10,1,2,2,398,79.8,16.0,849.6,10.20,12.22,-25.9109011,28.2102915,47.71,00,2023-12-27,00:09:25
1526,-44.0,0.08,1,2,2,398,79.9,16.0,849.5,9.80,12.33,-25.9108980,28.2102905,47.71,00,2023-12-27,00:09:40
1526,-56.7,0.13,0,1,1,399,80.0,16.0,849.5,9.00,12.26,-25.9108933,28.2102921,47.71,00,2023-12-27,00:09:55
1526,-61.1,0.06,0,1,1,397,79.7,16.0,849.5,11.30,12.30,-25.9108873,28.2102910,47.71,00,2023-12-27,00:10:10
1526,-44.0,0.09,0,1,2,395,79.9,15.9,849.5,11.40,12.29,-25.9108856,28.2102842,47.71,00,2023-12-27,00:10:25
1526,-52.4,0.03,0,1,2,394,80.1,16.0,849.5,10.50,12.22,-25.9108865,28.2102739,47.71,00,2023-12-27,00:10:40
1526,-56.7,0.09,1,2,3,392,80.2,16.0,849.5,10.60,12.27,-25.9108761,28.2102601,47.71,00,2023-12-27,00:10:55
1526,-56.7,0.06,1,2,3,389,80.2,16.0,849.5,9.00,12.23,-25.9108650,28.2102482,47.71,00,2023-12-27,00:11:10
1526,-52.4,0.07,1,1,1,390,80.2,16.0,849.5,10.10,12.27,-25.9108622,28.2102468,47.71,00,2023-12-27,00:11:25
1526,-61.1,0.09,1,1,1,389,80.0,16.0,849.4,10.20,12.27,-25.9108659,28.2102492,47.71,00,2023-12-27,00:11:40
1526,-56.7,0.06,1,1,1,388,79.7,16.0,849.4,9.30,12.25,-25.9108675,28.2102538,47.71,00,2023-12-27,00:11:55
1526,-56.7,0.04,1,1,1,387,79.5,16.0,849.4,9.50,12.27,-25.9108661,28.2102570,47.71,00,2023-12-27,00:12:10
1526,-56.7,0.10,1,1,1,388,79.2,16.0,849.4,9.50,12.27,-25.9108647,28.2102580,47.71,00,2023-12-27,00:12:25
1526,-56.7,0.06,1,2,2,388,79.2,16.0,849.4,8.80,12.30,-25.9108663,28.2102647,47.71,00,2023-12-27,00:12:40
1526,-56.7,0.10,1,2,2,389,79.3,16.0,849.4,12.00,12.35,-25.9108644,28.2102665,47.71,00,2023-12-27,00:12:55
1526,-52.4,0.10,1,2,2,390,79.7,16.0,849.4,11.70,12.33,-25.9108646,28.2102670,47.71,00,2023-12-27,00:13:10
1526,-56.7,0.09,1,2,2,389,79.9,16.0,849.4,9.50,12.30,-25.9108621,28.2102623,47.71,00,2023-12-27,00:13:25
1526,-52.4,0.05,1,1,1,387,79.9,16.0,849.3,8.20,12.27,-25.9108576,28.2102548,47.71,00,2023-12-27,00:13:40
1526,-48.4,0.09,1,1,1,389,79.8,16.0,849.3,10.20,12.24,-25.9108573,28.2102517,47.71,00,2023-12-27,00:13:54
1526,-56.7,0.07,1,2,2,391,79.9,15.9,849.3,11.10,12.27,-25.9108543,28.2102557,47.71,00,2023-12-27,00:14:09
1526,-56.7,0.08,1,2,2,391,79.7,15.9,849.3,10.80,12.26,-25.9108477,28.2102576,47.71,00,2023-12-27,00:14:24
1526,-61.1,0.06,1,2,2,391,79.5,15.9,849.2,10.30,12.26,-25.9108445,28.2102593,47.71,00,2023-12-27,00:14:39
1526,-61.1,0.11,1,2,2,390,79.2,15.9,849.2,10.80,12.27,-25.9108479,28.2102605,47.71,00,2023-12-27,00:14:54
1526,-56.7,0.09,1,2,2,391,79.1,16.0,849.2,11.00,12.28,-25.9108607,28.2102601,47.71,00,2023-12-27,00:15:09
1526,-56.7,0.04,1,2,2,390,79.0,16.0,849.2,12.50,12.29,-25.9108655,28.2102573,47.71,00,2023-12-27,00:15:24
1526,-61.1,0.11,1,2,2,391,78.8,15.9,849.2,12.50,12.23,-25.9108611,28.2102556,47.71,00,2023-12-27,00:15:39
1526,-52.4,0.09,1,2,2,391,79.4,15.9,849.2,10.90,12.27,-25.9108558,28.2102540,47.71,00,2023-12-27,00:15:54
1526,-48.4,0.10,1,2,2,391,80.0,15.9,849.2,11.10,12.27,-25.9108560,28.2102531,47.71,00,2023-12-27,00:16:09
1526,-56.7,0.07,2,2,3,392,79.9,15.9,849.2,9.50,12.30,-25.9108563,28.2102572,47.71,00,2023-12-27,00:16:24
1526,-56.7,0.06,1,1,1,391,79.6,15.9,849.2,10.80,12.31,-25.9108541,28.2102603,47.71,00,2023-12-27,00:16:39
1526,-61.1,0.06,1,1,1,390,79.4,15.9,849.2,10.40,12.33,-25.9108556,28.2102613,47.71,00,2023-12-27,00:16:54
1526,-56.7,0.10,1,2,2,390,79.4,15.9,849.2,11.40,12.27,-25.9108603,28.2102613,47.71,00,2023-12-27,00:17:09
1526,-56.7,0.06,1,2,2,389,79.8,15.9,849.3,9.00,12.37,-25.9108629,28.2102639,47.71,00,2023-12-27,00:17:24
1526,-56.7,0.07,1,1,1,390,79.8,15.9,849.2,10.40,12.31,-25.9108674,28.2102677,47.71,00,2023-12-27,00:17:39
1526,-56.7,0.10,2,3,3,390,79.9,15.9,849.3,12.20,12.24,-25.9108648,28.2102681,47.71,00,2023-12-27,00:17:54
1526,-56.7,0.10,2,3,3,390,79.9,15.9,849.3,10.40,12.25,-25.9108583,28.2102706,47.71,00,2023-12-27,00:18:09
1526,-56.7,0.12,2,3,3,390,79.9,15.9,849.3,8.70,12.35,-25.9108515,28.2102727,47.71,00,2023-12-27,00:18:24
