File Start timestamp: 
2023-12-20,4:32:51
DeviceId,Date,Time
1526,-19.2,0.12,5,8,8,402,96.7,18.3,853.9,125.30,12.24,-25.9108878,28.2102813,N/A,00,2023-12-20,04:33:09
1526,-40.0,0.27,5,8,8,366,96.7,18.4,853.9,153.10,12.24,-25.9108884,28.2102792,2.31,00,2023-12-20,04:33:30
1526,-52.4,0.26,6,9,9,369,96.4,18.5,853.9,43.10,12.34,-25.9108886,28.2102796,2.33,00,2023-12-20,04:33:45
1526,-48.4,0.21,6,9,9,371,96.1,18.5,853.9,65.80,12.35,-25.9108864,28.2102811,2.33,00,2023-12-20,04:34:00
1526,-48.4,0.25,7,10,10,374,95.8,18.6,853.9,50.50,12.24,-25.9108841,28.2102829,2.34,00,2023-12-20,04:34:15
1526,-61.1,0.17,5,10,10,375,95.2,18.8,853.9,231.50,12.30,-25.9108850,28.2102794,2.36,00,2023-12-20,04:34:30
1526,-65.1,0.21,5,10,11,377,94.7,18.8,853.9,231.50,12.25,-25.9108798,28.2102758,2.38,00,2023-12-20,04:34:45
1526,-61.1,0.14,5,10,13,380,94.3,18.9,854.0,73.00,12.30,-25.9108789,28.2102827,2.38,00,2023-12-20,04:35:00
1526,-61.1,0.17,5,10,11,381,93.8,19.0,854.0,70.00,12.31,-25.9108769,28.2102933,2.39,00,2023-12-20,04:35:15
1526,-56.7,0.12,6,11,16,382,93.5,19.1,854.0,17.90,12.36,-25.9108733,28.2102954,2.39,00,2023-12-20,04:35:30
1526,-61.1,0.17,6,11,15,383,92.7,19.2,854.0,110.00,12.27,-25.9108754,28.2102858,2.41,00,2023-12-20,04:35:45
1526,-61.1,0.07,6,11,15,382,92.2,19.3,854.0,61.90,12.29,-25.9108800,28.2102758,2.43,00,2023-12-20,04:36:00
1526,-61.1,0.15,6,11,14,384,92.1,19.3,854.0,-12.90,12.28,-25.9108905,28.2102643,2.43,00,2023-12-20,04:36:15
1526,-69.5,0.10,6,11,14,382,91.6,19.4,854.0,1.80,12.13,-25.9108940,28.2102529,2.51,00,2023-12-20,04:36:30
1526,-69.5,0.17,6,11,14,382,91.4,19.5,854.0,71.60,12.22,-25.9108967,28.2102486,2.51,00,2023-12-20,04:36:45
1526,-65.1,0.07,6,11,14,382,91.2,19.6,854.0,19.00,12.24,-25.9108997,28.2102524,2.51,00,2023-12-20,04:37:00
1526,-65.1,0.08,7,10,10,381,91.1,19.6,854.1,5.20,12.29,-25.9109027,28.2102529,2.51,00,2023-12-20,04:37:15
1526,-69.5,0.15,7,11,11,382,90.6,19.7,854.1,140.50,12.30,-25.9109019,28.2102539,2.51,00,2023-12-20,04:37:30
1526,-69.5,0.10,7,11,11,383,90.5,19.8,854.1,89.00,12.27,-25.9109016,28.2102548,2.60,00,2023-12-20,04:37:45
1526,-65.1,0.05,7,10,10,383,90.1,19.8,854.1,9.50,12.31,-25.9108997,28.2102554,2.60,00,2023-12-20,04:38:00
1526,-65.1,0.16,7,10,10,384,90.1,19.9,854.1,47.80,12.26,-25.9109001,28.2102588,2.60,00,2023-12-20,04:38:15
1526,-73.5,0.10,7,10,10,384,90.0,19.9,854.1,104.10,12.27,-25.9108989,28.2102579,2.60,00,2023-12-20,04:38:30
1526,-69.5,0.12,7,10,10,384,89.8,20.0,854.1,84.10,12.30,-25.9109053,28.2102570,2.60,00,2023-12-20,04:38:45
1526,-73.5,0.08,4,7,7,384,89.2,20.0,854.1,52.40,12.18,-25.9109071,28.2102616,2.60,00,2023-12-20,04:39:00
1526,-86.6,0.07,4,7,7,385,88.0,20.1,854.1,87.80,12.35,-25.9109030,28.2102721,2.60,00,2023-12-20,04:39:15
