File Start timestamp: 
2024-8-31,0:0:25
DeviceId,NO2(PPB),CO(PPM),PM1(UGM3),PM2.5(UGM3),PM10(UGM3),CO2(PPM),RELHUM(%),TEMP(C),PRESS(HPA),OZONE(PPB),Voltage(),LAT(LAT),LON(LON),Battery(%),Cell-Strength(),Date,Time
1526,27.0,-0.42,0,0,0,384,34.5,22.5,877.3,12.40,12.09,-25.7534202,28.2304957,67.30,99,2024-8-31,00:00:28
1526,-1.8,-0.34,0,0,0,381,34.5,22.4,877.3,13.50,12.06,-25.7534088,28.2304998,67.30,00,2024-8-31,00:00:44
1526,-1.8,-0.39,0,0,0,380,34.5,22.5,877.3,14.70,12.09,-25.7533434,28.2304447,67.30,99,2024-8-31,00:01:00
1526,3.9,-0.24,0,0,0,378,34.5,22.5,877.3,12.90,12.07,-25.7533794,28.2304777,67.30,99,2024-8-31,00:01:17
1526,-1.8,-0.34,0,0,0,375,34.4,22.5,877.3,11.80,12.05,-25.7533728,28.2304454,67.30,99,2024-8-31,00:01:34
1526,-1.8,-0.39,0,0,0,372,34.5,22.5,877.3,12.10,12.07,-25.7533467,28.2304494,67.30,99,2024-8-31,00:01:51
1526,-1.8,-0.37,0,0,0,369,34.5,22.5,877.3,12.40,12.10,-25.7532897,28.2304871,67.30,99,2024-8-31,00:02:08
1526,-1.8,-0.32,0,0,0,367,34.5,22.5,877.3,13.40,12.06,-25.7532046,28.2304953,67.30,99,2024-8-31,00:02:24
1526,-1.8,-0.32,0,0,1,367,34.5,22.4,877.3,15.50,12.03,-25.7531637,28.2304792,67.30,99,2024-8-31,00:02:41
1526,3.9,-0.33,0,0,1,365,34.6,22.4,877.3,12.80,12.13,-25.7533299,28.2304633,67.30,99,2024-8-31,00:02:58
1526,-1.8,-0.35,0,0,0,364,34.6,22.4,877.3,14.90,12.14,-25.7534638,28.2303870,67.30,99,2024-8-31,00:03:15
1526,-1.8,-0.25,0,0,0,362,34.5,22.5,877.3,11.50,12.09,-25.7534157,28.2304426,67.30,99,2024-8-31,00:03:32
1526,-1.8,-0.37,0,0,0,362,34.4,22.5,877.3,12.40,12.08,-25.7534576,28.2304614,67.30,99,2024-8-31,00:03:48
1526,-1.8,-0.33,0,0,0,365,34.4,22.5,877.3,15.70,12.13,-25.7534444,28.2304953,67.30,99,2024-8-31,00:04:05
1526,14.5,-0.35,0,0,0,382,34.5,22.5,877.3,11.40,12.12,-25.7534556,28.2304839,67.30,99,2024-8-31,00:04:29
1526,9.2,-0.44,0,1,1,378,34.5,22.5,877.3,12.20,12.04,-25.7534537,28.2304852,67.30,99,2024-8-31,00:04:45
1526,-1.8,-0.31,0,1,1,377,34.5,22.5,877.3,13.80,11.98,-25.7534492,28.2305256,67.30,99,2024-8-31,00:05:02
1526,3.5,-0.34,0,1,1,377,34.5,22.5,877.3,12.40,12.06,-25.7534928,28.2305434,67.30,99,2024-8-31,00:05:19
1526,-1.8,-0.33,0,1,1,376,34.4,22.5,877.3,14.20,12.09,-25.7535128,28.2305500,67.30,99,2024-8-31,00:05:36
1526,-1.8,-0.36,0,0,0,374,34.5,22.5,877.3,13.00,12.07,-25.7535963,28.2305972,67.30,99,2024-8-31,00:05:53
1526,-1.8,-0.35,0,0,0,374,34.5,22.5,877.3,13.20,12.06,-25.7536215,28.2305796,67.16,99,2024-8-31,00:06:10
1526,9.2,-0.26,0,0,0,374,34.4,22.5,877.3,13.60,12.10,-25.7536604,28.2304838,67.16,99,2024-8-31,00:06:27
1526,3.9,-0.38,0,0,0,373,34.4,22.5,877.2,12.80,12.10,-25.7536126,28.2303901,67.16,99,2024-8-31,00:06:44
1526,-1.8,-0.31,0,0,0,372,34.4,22.5,877.3,10.60,12.11,-25.7536037,28.2304631,67.16,99,2024-8-31,00:07:01
1526,3.5,-0.35,0,0,0,372,34.4,22.5,877.2,13.50,12.05,-25.7536330,28.2305373,67.16,99,2024-8-31,00:07:18
1526,-1.8,-0.37,0,0,0,373,34.4,22.5,877.2,12.00,12.08,-25.7535708,28.2304760,67.16,99,2024-8-31,00:07:35
1526,-1.8,-0.28,0,0,0,371,34.5,22.5,877.2,10.90,12.10,-25.7534107,28.2304191,67.16,99,2024-8-31,00:07:52
1526,-1.8,-0.30,0,0,0,369,34.5,22.5,877.2,14.50,12.12,-25.7534170,28.2304495,67.16,99,2024-8-31,00:08:09
1526,-1.8,-0.33,0,0,0,373,34.5,22.5,877.2,10.20,12.07,-25.7534871,28.2304939,67.16,99,2024-8-31,00:08:26
1526,3.9,-0.34,0,0,0,375,34.5,22.5,877.2,10.70,12.06,-25.7535076,28.2305832,67.16,99,2024-8-31,00:08:42
1526,-1.8,-0.35,0,0,0,375,34.4,22.5,877.2,13.80,12.12,-25.7533544,28.2304471,67.16,99,2024-8-31,00:08:59
1526,9.2,-0.29,0,0,0,375,34.4,22.5,877.2,13.70,12.07,-25.7535819,28.2305810,67.16,99,2024-8-31,00:09:16
1526,15.0,-0.38,0,0,0,419,34.5,22.5,877.2,14.10,12.08,-25.7535602,28.2304380,67.16,99,2024-8-31,00:09:40
1526,-1.8,-0.37,0,0,0,417,34.4,22.5,877.2,12.30,12.08,-25.7535267,28.2303793,67.16,99,2024-8-31,00:09:56
1526,-7.6,-0.32,0,0,0,412,34.4,22.5,877.2,13.70,12.07,-25.7534340,28.2303372,67.16,99,2024-8-31,00:10:13
1526,-1.8,-0.33,0,0,0,411,34.4,22.5,877.2,14.50,12.09,-25.7534236,28.2304046,67.16,99,2024-8-31,00:10:30
1526,-1.8,-0.30,0,0,0,408,34.4,22.5,877.2,11.70,12.09,-25.7533482,28.2303840,67.16,99,2024-8-31,00:10:47
1526,-7.6,-0.28,0,0,0,407,34.4,22.5,877.2,10.70,12.08,-25.7533723,28.2303775,67.16,99,2024-8-31,00:11:04
1526,-1.8,-0.33,0,0,0,406,34.4,22.5,877.2,12.70,12.14,-25.7533863,28.2304108,67.16,99,2024-8-31,00:11:21
1526,-1.8,-0.35,0,0,0,405,34.4,22.5,877.2,12.00,12.01,-25.7534030,28.2304064,67.16,99,2024-8-31,00:11:38
1526,-1.8,-0.35,0,0,0,404,34.4,22.5,877.2,12.40,12.09,-25.7534840,28.2304246,67.16,99,2024-8-31,00:11:55
1526,-1.8,-0.33,0,0,0,399,34.4,22.5,877.2,12.10,12.14,-25.7534765,28.2304129,67.16,99,2024-8-31,00:12:11
1526,-1.8,-0.32,0,0,0,397,34.4,22.5,877.2,13.40,12.14,-25.7533730,28.2304513,67.16,99,2024-8-31,00:12:28
1526,3.9,-0.37,0,0,0,395,34.4,22.5,877.2,14.70,12.07,-25.7533380,28.2304494,67.16,99,2024-8-31,00:12:45
1526,-1.8,-0.32,0,0,0,394,34.4,22.5,877.2,12.00,12.08,-25.7532845,28.2303997,67.16,99,2024-8-31,00:13:02
1526,9.2,-0.31,0,0,0,390,34.4,22.5,877.2,13.80,12.06,-25.7532461,28.2303575,67.16,99,2024-8-31,00:13:19
1526,9.2,-0.30,0,0,0,386,34.4,22.5,877.2,13.30,12.12,-25.7532036,28.2303861,67.16,99,2024-8-31,00:13:35
1526,-1.8,-0.35,0,0,0,384,34.4,22.5,877.2,13.10,12.05,-25.7531527,28.2304501,67.16,99,2024-8-31,00:13:52
1526,3.9,-0.32,0,0,0,378,34.4,22.5,877.2,12.40,12.03,-25.7531024,28.2305496,67.16,99,2024-8-31,00:14:09
1526,-1.8,-0.32,0,0,0,375,34.4,22.5,877.2,12.50,12.08,-25.7531461,28.2305909,67.16,99,2024-8-31,00:14:26
1526,9.2,-0.34,0,0,0,398,34.4,22.5,877.1,12.60,12.10,-25.7531811,28.2305481,67.16,99,2024-8-31,00:14:49
1526,9.2,-0.33,0,0,0,393,34.4,22.5,877.1,14.80,12.10,-25.7532833,28.2304027,67.16,99,2024-8-31,00:15:06
1526,3.9,-0.35,0,0,0,392,34.4,22.5,877.1,14.00,12.03,-25.7533703,28.2303241,67.16,99,2024-8-31,00:15:23
1526,-1.8,-0.39,0,0,0,391,34.4,22.5,877.1,11.10,12.10,-25.7533172,28.2303533,67.16,99,2024-8-31,00:15:40
1526,-1.8,-0.30,0,0,0,390,34.4,22.5,877.1,13.40,12.09,-25.7532431,28.2304087,67.16,99,2024-8-31,00:15:57
1526,-1.8,-0.32,0,0,0,388,34.4,22.5,877.1,13.90,12.04,-25.7532730,28.2303618,67.16,99,2024-8-31,00:16:13
1526,3.9,-0.39,0,0,0,388,34.4,22.5,877.1,11.90,12.09,-25.7532761,28.2304394,67.16,99,2024-8-31,00:16:30
1526,-1.8,-0.36,0,0,0,387,34.4,22.5,877.1,10.80,12.09,-25.7532097,28.2304371,67.16,99,2024-8-31,00:16:47
1526,9.2,-0.32,0,0,0,386,34.4,22.5,877.1,13.60,12.09,-25.7532173,28.2305215,67.16,99,2024-8-31,00:17:04
1526,-1.8,-0.24,0,0,1,386,34.4,22.5,877.1,14.80,12.07,-25.7532562,28.2305001,67.16,99,2024-8-31,00:17:21
1526,-1.8,-0.38,0,0,0,386,34.4,22.5,877.1,14.00,12.05,-25.7532615,28.2305107,67.16,99,2024-8-31,00:17:37
1526,-1.8,-0.32,0,0,0,383,34.4,22.5,877.1,12.20,12.07,-25.7532501,28.2305317,67.16,99,2024-8-31,00:17:54
1526,-1.8,-0.36,0,0,0,381,34.4,22.5,877.1,13.40,12.10,-25.7532327,28.2305106,67.16,99,2024-8-31,00:18:11
1526,-7.6,-0.26,0,0,0,380,34.4,22.5,877.1,12.60,12.10,-25.7531265,28.2305853,67.16,99,2024-8-31,00:18:28
1526,-1.8,-0.37,0,0,0,380,34.4,22.5,877.1,14.10,12.08,-25.7530910,28.2305615,67.16,99,2024-8-31,00:18:45
1526,3.9,-0.40,0,0,0,379,34.4,22.5,877.1,14.10,12.10,-25.7530931,28.2305724,67.16,99,2024-8-31,00:19:02
1526,-1.8,-0.41,0,0,0,377,34.4,22.5,877.1,14.40,12.07,-25.7531907,28.2304945,67.16,99,2024-8-31,00:19:19
1526,-1.8,-0.31,0,0,0,376,34.4,22.5,877.1,13.70,12.08,-25.7531996,28.2304990,67.16,99,2024-8-31,00:19:36
1526,9.2,-0.39,0,0,0,385,34.4,22.5,877.1,14.40,12.05,-25.7532179,28.2304231,67.16,99,2024-8-31,00:19:59
1526,9.2,-0.36,0,0,0,382,34.4,22.5,877.1,14.90,12.12,-25.7532725,28.2304113,67.16,99,2024-8-31,00:20:16
1526,-1.8,-0.29,0,0,0,380,34.4,22.5,877.1,13.20,12.09,-25.7532903,28.2304433,67.16,99,2024-8-31,00:20:33
1526,-1.8,-0.32,0,0,0,379,34.4,22.5,877.1,11.90,12.05,-25.7532821,28.2304518,67.16,99,2024-8-31,00:20:50
1526,-1.8,-0.35,0,0,0,378,34.4,22.5,877.1,13.40,12.08,-25.7533103,28.2304580,67.16,99,2024-8-31,00:21:06
1526,-1.8,-0.28,0,0,0,377,34.4,22.5,877.1,13.70,12.05,-25.7533424,28.2304340,67.16,99,2024-8-31,00:21:23
1526,-1.8,-0.33,0,0,0,378,34.4,22.5,877.1,12.80,12.07,-25.7533737,28.2304508,67.16,99,2024-8-31,00:21:40
1526,-1.8,-0.33,0,0,0,379,34.4,22.5,877.1,13.30,12.10,-25.7533899,28.2304758,67.16,99,2024-8-31,00:21:57
1526,-7.6,-0.34,0,0,0,377,34.4,22.5,877.1,12.30,12.10,-25.7534022,28.2304604,67.16,99,2024-8-31,00:22:14
1526,-1.8,-0.38,0,0,0,377,34.4,22.5,877.0,13.10,12.07,-25.7534055,28.2304753,67.16,99,2024-8-31,00:22:30
1526,-1.8,-0.30,0,0,0,373,34.4,22.5,877.0,13.40,12.04,-25.7534224,28.2305167,67.16,99,2024-8-31,00:22:48
